Rk,Season,Tm,Lg,G,W,L,W/L%,MOV,SOS,SRS,Pace,ORtg,DRtg,eFG%,TS%,TOV%,ORB%,FT/FGA,opp_eFG%,opp_TS%,opp_TOV%,opp_ORB%,opp_FT/FGA
832,1992-93,PHO*,NBA,82,62,20,.756,6.66,-0.39,6.27,99.8,113.3,106.7,.521,0.566,14.2,33.0,0.270,.496,0.532,13.9,30.8,0.206
833,1992-93,PHI,NBA,82,26,56,.317,-5.77,0.51,-5.25,98.5,104.6,110.4,.479,0.530,14.4,28.1,0.251,.504,0.539,13.3,34.1,0.188
834,1992-93,ORL,NBA,82,41,41,.500,1.32,0.03,1.35,96.3,108.5,107.1,.509,0.554,15.5,31.4,0.271,.473,0.517,11.9,31.2,0.232
835,1992-93,NYK*,NBA,82,60,22,.732,6.16,-0.29,5.87,94.5,106.1,99.7,.479,0.526,14.1,33.1,0.249,.444,0.504,14.9,27.9,0.294
836,1992-93,NJN*,NBA,82,43,39,.524,1.26,-0.05,1.20,96.0,106.5,105.2,.473,0.522,14.4,35.5,0.244,.480,0.525,14.1,30.5,0.240
837,1992-93,MIN,NBA,82,19,63,.232,-7.78,0.16,-7.62,93.8,103.6,111.8,.479,0.535,15.9,28.7,0.275,.503,0.551,13.5,33.7,0.269
838,1992-93,MIL,NBA,82,28,54,.341,-3.73,0.47,-3.26,96.1,106.2,110.1,.495,0.535,14.8,30.5,0.223,.502,0.549,15.7,37.5,0.266
839,1992-93,MIA,NBA,82,36,46,.439,-1.15,0.21,-0.93,94.6,107.7,108.9,.481,0.535,13.9,31.9,0.279,.495,0.547,14.2,30.2,0.274
840,1992-93,LAL*,NBA,82,39,43,.476,-1.27,0.06,-1.20,96.2,107.6,108.9,.486,0.534,13.7,31.4,0.249,.500,0.539,14.3,33.6,0.215
841,1992-93,LAC*,NBA,82,41,41,.500,0.35,-0.03,0.33,99.1,107.4,107.1,.493,0.530,13.9,32.7,0.213,.489,0.539,15.1,33.3,0.263
842,1992-93,IND*,NBA,82,41,41,.500,1.70,0.08,1.77,96.0,111.9,110.1,.498,0.547,13.5,34.2,0.262,.485,0.536,12.7,32.6,0.281
843,1992-93,HOU*,NBA,82,55,27,.671,4.23,-0.66,3.57,94.4,109.6,105.2,.515,0.557,14.5,30.0,0.235,.474,0.514,13.4,31.5,0.201
844,1992-93,GSW,NBA,82,34,48,.415,-0.99,0.05,-0.94,99.5,109.2,110.2,.502,0.543,14.9,34.2,0.245,.501,0.548,14.0,33.0,0.261
845,1992-93,DET,NBA,82,40,42,.488,-1.39,0.29,-1.10,93.2,107.4,108.9,.473,0.511,12.5,34.6,0.198,.500,0.538,13.5,32.2,0.212
846,1992-93,DEN,NBA,82,36,46,.439,-1.74,-0.40,-2.14,99.8,104.6,106.3,.470,0.518,14.5,33.6,0.245,.476,0.527,13.9,31.1,0.263
847,1992-93,DAL,NBA,82,11,71,.134,-15.20,0.52,-14.68,99.5,99.5,114.7,.455,0.495,15.1,31.1,0.210,.519,0.577,13.5,31.9,0.347
848,1992-93,CLE*,NBA,82,54,28,.659,6.45,-0.15,6.30,94.8,112.7,106.0,.518,0.565,12.5,28.1,0.247,.482,0.519,13.1,30.9,0.185
849,1992-93,CHI*,NBA,82,57,25,.695,6.29,-0.10,6.19,92.5,112.9,106.1,.499,0.535,12.0,36.3,0.199,.493,0.539,15.4,31.3,0.239
850,1992-93,CHH*,NBA,82,44,38,.537,-0.24,0.22,-0.02,100.2,109.5,109.7,.499,0.547,13.8,31.3,0.254,.487,0.525,12.6,35.0,0.201
851,1992-93,BOS*,NBA,82,48,34,.585,0.89,0.04,0.93,94.9,108.7,107.8,.495,0.536,12.9,31.2,0.210,.479,0.528,12.9,31.0,0.251
852,1992-93,ATL*,NBA,82,43,39,.524,-0.87,0.20,-0.67,97.6,109.3,110.2,.493,0.534,14.0,34.8,0.227,.516,0.556,14.6,31.5,0.224
853,1991-92,WSB,NBA,82,25,57,.305,-4.46,0.11,-4.35,97.7,103.9,108.4,.471,0.514,13.3,28.9,0.208,.493,0.537,14.0,33.8,0.235
854,1991-92,UTA*,NBA,82,55,27,.671,6.39,-0.69,5.70,95.5,112.2,105.6,.504,0.557,13.7,32.7,0.286,.475,0.517,13.0,31.1,0.214
855,1991-92,SEA*,NBA,82,47,35,.573,1.88,-0.02,1.86,95.4,110.7,108.8,.489,0.538,14.0,36.5,0.249,.491,0.540,14.2,33.2,0.269
856,1991-92,SAS*,NBA,82,47,35,.573,3.32,-0.51,2.81,96.2,107.5,104.1,.485,0.528,13.9,34.2,0.233,.469,0.515,13.5,30.2,0.224
857,1991-92,SAC,NBA,82,29,53,.354,-6.06,0.44,-5.63,99.6,103.9,109.9,.482,0.525,14.3,28.5,0.225,.493,0.536,13.9,35.8,0.233
858,1991-92,POR*,NBA,82,57,25,.695,7.27,-0.33,6.94,99.0,111.4,104.2,.495,0.541,13.6,35.6,0.253,.471,0.521,14.3,30.1,0.251
859,1991-92,PHO*,NBA,82,53,29,.646,5.94,-0.26,5.68,99.4,112.1,106.2,.508,0.556,13.1,31.7,0.258,.471,0.515,13.0,32.3,0.223
860,1991-92,PHI,NBA,82,35,47,.427,-1.27,-0.07,-1.34,93.7,108.3,109.7,.488,0.539,13.8,30.9,0.260,.496,0.534,13.0,33.6,0.192
861,1991-92,ORL,NBA,82,21,61,.256,-6.91,0.40,-6.52,98.0,103.5,110.5,.467,0.514,14.6,32.4,0.238,.502,0.548,13.5,32.2,0.260
862,1991-92,NYK*,NBA,82,51,31,.622,3.89,-0.22,3.67,92.9,108.3,104.2,.491,0.531,13.7,34.6,0.216,.471,0.521,14.0,28.9,0.248
863,1991-92,NJN*,NBA,82,40,42,.488,-1.70,0.15,-1.54,98.0,107.0,108.7,.473,0.510,14.1,39.1,0.194,.488,0.536,14.1,33.7,0.247
864,1991-92,MIN,NBA,82,15,67,.183,-7.05,0.20,-6.85,95.1,105.0,112.4,.467,0.505,12.4,31.5,0.188,.497,0.541,13.0,37.7,0.244
865,1991-92,MIL,NBA,82,31,51,.378,-1.71,0.26,-1.46,95.5,108.8,110.6,.486,0.529,14.2,35.9,0.221,.514,0.555,15.3,35.0,0.237
866,1991-92,MIA*,NBA,82,38,44,.463,-4.21,0.27,-3.94,97.7,106.7,110.9,.479,0.532,14.6,33.0,0.260,.508,0.550,13.9,32.4,0.235
867,1991-92,LAL*,NBA,82,43,39,.524,-1.10,0.15,-0.95,92.5,107.7,108.9,.465,0.516,12.0,32.7,0.250,.493,0.529,13.8,36.0,0.187
868,1991-92,LAC*,NBA,82,45,37,.549,1.07,0.03,1.10,96.5,105.8,104.7,.483,0.524,13.6,31.6,0.226,.475,0.523,14.9,32.5,0.244
869,1991-92,IND*,NBA,82,40,42,.488,1.89,-0.04,1.85,99.0,111.7,109.9,.518,0.566,14.7,31.8,0.264,.483,0.534,12.8,32.6,0.270
870,1991-92,HOU,NBA,82,42,40,.512,-1.72,-0.22,-1.94,95.1,106.2,108.0,.499,0.537,15.0,30.9,0.216,.477,0.519,12.5,33.6,0.209
871,1991-92,GSW*,NBA,82,55,27,.671,3.90,-0.14,3.77,103.4,113.6,109.9,.524,0.568,13.6,31.8,0.262,.499,0.545,14.9,35.8,0.256
872,1991-92,DET*,NBA,82,48,34,.585,2.04,0.01,2.06,91.6,107.5,105.3,.477,0.520,13.5,34.9,0.228,.468,0.510,12.5,31.5,0.204
873,1991-92,DEN,NBA,82,24,58,.293,-7.87,0.28,-7.59,98.6,100.7,108.6,.451,0.493,14.9,34.8,0.207,.494,0.546,14.7,32.0,0.279
874,1991-92,DAL,NBA,82,22,60,.268,-7.65,0.18,-7.47,94.4,103.0,111.1,.458,0.501,13.1,31.2,0.211,.483,0.533,11.5,32.2,0.259
875,1991-92,CLE*,NBA,82,57,25,.695,5.45,-0.11,5.34,95.0,113.9,108.2,.506,0.557,11.8,30.5,0.259,.483,0.519,12.3,33.5,0.174
876,1991-92,CHI*,NBA,82,67,15,.817,10.44,-0.37,10.07,94.4,115.5,104.5,.518,0.556,11.8,35.1,0.221,.476,0.520,14.1,30.7,0.219
877,1991-92,CHH,NBA,82,31,51,.378,-3.90,0.33,-3.57,101.7,107.1,110.9,.485,0.527,13.0,31.1,0.216,.510,0.548,14.1,34.6,0.222
878,1991-92,BOS*,NBA,82,51,31,.622,3.62,-0.21,3.41,95.8,110.8,107.0,.500,0.544,12.7,31.9,0.215,.469,0.514,11.9,31.3,0.220
879,1991-92,ATL,NBA,82,38,44,.463,-1.50,0.35,-1.15,97.8,107.3,108.9,.481,0.519,13.0,33.6,0.203,.497,0.537,13.2,31.7,0.209
880,1990-91,WSB,NBA,82,30,52,.366,-4.98,0.14,-4.84,97.5,103.0,108.1,.470,0.509,14.3,32.2,0.203,.478,0.526,13.1,34.0,0.242
881,1990-91,UTA*,NBA,82,54,28,.659,3.33,-0.15,3.18,95.3,108.6,105.1,.503,0.559,14.6,27.6,0.298,.473,0.520,13.7,30.8,0.230
882,1990-91,SEA*,NBA,82,41,41,.500,1.23,0.08,1.31,96.2,109.7,108.5,.501,0.542,14.8,36.3,0.226,.503,0.553,16.0,33.8,0.277
883,1990-91,SAS*,NBA,82,55,27,.671,4.51,-0.21,4.30,98.6,107.8,103.3,.494,0.544,15.2,33.3,0.269,.463,0.510,13.2,29.7,0.228
884,1990-91,SAC,NBA,82,25,57,.305,-6.78,0.51,-6.27,94.7,102.0,109.1,.468,0.512,14.1,28.8,0.226,.481,0.539,14.3,34.4,0.306
885,1990-91,POR*,NBA,82,63,19,.768,8.68,-0.21,8.47,100.5,112.8,104.3,.509,0.554,13.4,33.8,0.259,.473,0.523,14.4,29.6,0.250
886,1990-91,PHO*,NBA,82,55,27,.671,6.55,-0.06,6.49,101.0,112.6,106.1,.506,0.558,13.5,33.0,0.287,.474,0.519,13.1,31.5,0.227
887,1990-91,PHI*,NBA,82,44,38,.537,-0.18,-0.21,-0.39,95.7,107.9,108.1,.489,0.542,13.4,28.1,0.270,.489,0.526,12.5,31.7,0.187
888,1990-91,ORL,NBA,82,31,51,.378,-3.98,0.18,-3.79,99.5,105.9,109.9,.473,0.521,14.3,33.0,0.251,.493,0.542,12.8,31.1,0.260
889,1990-91,NYK*,NBA,82,39,43,.476,-0.23,-0.20,-0.43,95.0,107.1,107.3,.498,0.544,15.1,31.1,0.242,.489,0.530,13.4,31.5,0.205
890,1990-91,NJN,NBA,82,26,56,.317,-4.51,-0.02,-4.53,99.3,102.9,107.4,.455,0.500,14.4,35.7,0.222,.478,0.531,14.9,35.4,0.267
891,1990-91,MIN,NBA,82,29,53,.354,-3.93,0.18,-3.75,92.3,106.7,110.9,.456,0.499,11.5,34.9,0.210,.502,0.547,13.8,34.1,0.248
892,1990-91,MIL*,NBA,82,48,34,.585,2.48,-0.15,2.33,96.1,109.7,107.2,.499,0.550,14.3,31.8,0.258,.500,0.547,16.4,33.9,0.259
893,1990-91,MIA,NBA,82,24,58,.293,-5.99,0.08,-5.91,99.3,102.0,108.1,.469,0.512,16.0,34.3,0.231,.491,0.544,15.3,33.8,0.286
894,1990-91,LAL*,NBA,82,58,24,.707,6.74,-0.01,6.73,94.1,112.1,105.0,.500,0.551,13.2,33.0,0.261,.474,0.510,12.8,31.7,0.176
895,1990-91,LAC,NBA,82,31,51,.378,-3.45,0.29,-3.16,99.9,103.0,106.5,.471,0.511,14.7,33.3,0.218,.481,0.531,13.7,30.8,0.266
896,1990-91,IND*,NBA,82,41,41,.500,-0.39,0.02,-0.37,99.4,111.7,112.1,.511,0.566,14.4,30.6,0.287,.503,0.547,13.1,33.6,0.254
897,1990-91,HOU*,NBA,82,52,30,.634,3.50,-0.23,3.27,98.5,107.4,103.9,.489,0.530,14.5,34.4,0.224,.469,0.514,14.7,33.1,0.220
898,1990-91,GSW*,NBA,82,44,38,.537,1.63,0.09,1.72,103.6,111.9,110.3,.504,0.559,13.7,31.0,0.294,.497,0.550,15.2,35.9,0.289
899,1990-91,DET*,NBA,82,50,32,.610,3.27,-0.19,3.08,91.9,108.2,104.6,.474,0.523,13.1,34.7,0.245,.464,0.515,12.8,29.0,0.248
900,1990-91,DEN,NBA,82,20,62,.244,-10.91,0.60,-10.31,113.7,105.2,114.7,.457,0.498,11.9,33.1,0.195,.524,0.576,14.1,32.9,0.299
901,1990-91,DAL,NBA,82,28,54,.341,-4.57,0.31,-4.27,94.2,105.5,110.3,.485,0.528,13.3,28.3,0.219,.495,0.539,12.6,32.1,0.245
902,1990-91,CLE,NBA,82,33,49,.402,-2.46,0.14,-2.33,95.1,106.1,108.7,.487,0.534,14.1,29.7,0.243,.497,0.537,13.3,32.0,0.206
903,1990-91,CHI*,NBA,82,61,21,.744,9.10,-0.53,8.57,95.6,114.6,105.2,.521,0.560,12.8,34.7,0.225,.488,0.533,15.3,31.2,0.226
904,1990-91,CHH,NBA,82,26,56,.317,-5.24,0.30,-4.95,97.3,105.0,110.4,.477,0.526,13.9,29.0,0.245,.504,0.554,15.0,34.3,0.272
905,1990-91,BOS*,NBA,82,56,26,.683,5.82,-0.60,5.22,98.5,112.6,106.7,.520,0.565,14.0,33.0,0.228,.465,0.511,11.7,30.7,0.217
906,1990-91,ATL*,NBA,82,43,39,.524,0.77,-0.05,0.72,98.6,110.9,110.1,.482,0.540,12.9,33.1,0.282,.509,0.550,13.7,30.9,0.220
907,1989-90,WSB,NBA,82,31,51,.378,-2.16,-0.27,-2.43,99.4,107.5,109.7,.477,0.519,12.4,32.4,0.211,.484,0.533,12.4,32.8,0.249
908,1989-90,UTA*,NBA,82,55,27,.671,4.79,0.03,4.82,96.1,110.3,105.4,.522,0.570,15.5,30.1,0.284,.468,0.521,13.4,30.5,0.268
909,1989-90,SEA,NBA,82,41,41,.500,1.04,0.36,1.40,95.3,110.9,109.8,.494,0.535,14.0,37.5,0.222,.499,0.555,14.3,30.9,0.297
910,1989-90,SAS*,NBA,82,56,26,.683,3.49,0.09,3.58,98.5,107.7,104.2,.488,0.537,14.7,34.2,0.270,.477,0.524,15.0,31.3,0.235
911,1989-90,SAC,NBA,82,23,59,.280,-5.06,0.65,-4.41,96.7,104.8,110.0,.484,0.527,13.5,27.3,0.215,.484,0.535,12.5,32.7,0.255
912,1989-90,POR*,NBA,82,59,23,.720,6.32,0.16,6.48,102.3,110.5,104.4,.486,0.535,13.4,36.5,0.269,.479,0.531,15.2,29.2,0.265
913,1989-90,PHO*,NBA,82,54,28,.659,7.10,-0.01,7.09,100.7,113.1,106.2,.509,0.565,13.3,31.1,0.302,.478,0.518,12.8,31.2,0.209
914,1989-90,PHI*,NBA,82,53,29,.646,4.99,-0.75,4.23,96.5,113.5,108.4,.502,0.556,12.9,32.0,0.281,.495,0.538,13.3,31.6,0.223
915,1989-90,ORL,NBA,82,18,64,.220,-8.91,0.19,-8.73,104.1,105.8,114.3,.467,0.521,13.9,33.7,0.274,.511,0.554,12.1,32.2,0.245
916,1989-90,NYK*,NBA,82,45,37,.549,1.41,-0.63,0.78,98.2,109.4,108.0,.501,0.547,14.8,34.2,0.250,.482,0.524,13.3,34.0,0.215
917,1989-90,NJN,NBA,82,17,65,.207,-7.87,0.05,-7.82,99.3,100.7,108.6,.435,0.486,13.9,34.5,0.237,.495,0.545,14.9,33.0,0.272
918,1989-90,MIN,NBA,82,22,60,.268,-4.23,0.63,-3.60,91.1,103.6,108.2,.451,0.499,13.3,34.0,0.232,.492,0.547,15.5,33.8,0.291
919,1989-90,MIL*,NBA,82,44,38,.537,-0.78,-0.28,-1.06,98.0,107.3,108.1,.488,0.533,13.9,31.5,0.241,.492,0.547,15.8,34.0,0.290
920,1989-90,MIA,NBA,82,18,64,.220,-9.72,0.13,-9.59,101.0,99.3,108.9,.467,0.501,15.9,33.5,0.190,.499,0.551,15.2,32.7,0.292
921,1989-90,LAL*,NBA,82,63,19,.768,6.78,-0.04,6.74,96.3,114.0,107.0,.512,0.562,13.2,32.8,0.271,.479,0.521,12.8,31.5,0.219
922,1989-90,LAC,NBA,82,30,52,.366,-3.39,0.59,-2.80,99.2,104.0,107.4,.488,0.536,16.3,30.9,0.265,.489,0.536,14.3,32.7,0.241
923,1989-90,IND*,NBA,82,42,40,.512,0.16,-0.34,-0.18,97.0,111.5,111.4,.518,0.572,14.6,29.0,0.280,.494,0.540,12.6,32.9,0.250
924,1989-90,HOU*,NBA,82,41,41,.500,1.46,0.24,1.71,101.2,104.8,103.4,.491,0.531,15.5,33.1,0.225,.475,0.519,14.7,30.8,0.228
925,1989-90,GSW,NBA,82,37,45,.451,-3.13,0.59,-2.55,105.9,109.6,112.6,.501,0.563,14.3,26.1,0.321,.494,0.541,13.6,38.5,0.253
926,1989-90,DET*,NBA,82,59,23,.720,6.09,-0.68,5.41,94.4,109.9,103.5,.490,0.537,13.4,34.2,0.245,.461,0.514,13.7,29.7,0.262
927,1989-90,DEN*,NBA,82,43,39,.524,1.41,0.15,1.56,105.4,108.0,106.7,.478,0.523,11.2,29.1,0.217,.501,0.550,15.2,28.7,0.264
928,1989-90,DAL*,NBA,82,47,35,.573,0.07,0.35,0.42,94.5,107.2,107.2,.487,0.536,13.6,30.3,0.254,.481,0.526,13.4,32.1,0.232
929,1989-90,CLE*,NBA,82,42,40,.512,-0.30,-0.31,-0.62,95.0,106.9,107.2,.485,0.529,13.5,31.5,0.235,.490,0.529,14.0,32.3,0.202
930,1989-90,CHI*,NBA,82,55,27,.671,3.26,-0.51,2.74,96.7,112.3,109.0,.516,0.559,13.4,31.9,0.235,.508,0.553,15.2,31.9,0.262
931,1989-90,CHH,NBA,82,19,63,.232,-7.82,0.81,-7.00,98.1,102.0,109.9,.470,0.511,13.2,26.1,0.207,.506,0.557,14.7,32.5,0.269
932,1989-90,BOS*,NBA,82,52,30,.634,3.99,-0.76,3.23,98.2,112.0,107.9,.506,0.557,13.4,31.5,0.251,.477,0.523,10.8,27.9,0.223
933,1989-90,ATL,NBA,82,41,41,.500,1.02,-0.39,0.64,95.8,113.0,111.9,.496,0.547,13.5,36.3,0.277,.509,0.555,14.0,34.5,0.254
